employee_id,age,gender,education,department,job_role,years_experience,years_at_company,base_salary,bonus_pct,performance_score,training_hours,overtime_flag,work_life_balance,job_satisfaction,attrition
EMP5198,32,Male,Bachelor's,Engineering,Manager,6,0,39300.0,0.244,4,17.0,1,2,4,0
EMP5199,56,Male,Bachelor's,HR,Individual Contributor,33,31,149200.0,0.07,3,70.0,1,4,5,0
EMP5200,23,Female,Bachelor's,Marketing,Director,0,0,25000.0,0.237,4,79.0,1,3,2,0
EMP5201,28,Female,Bachelor's,HR,VP,4,2,49500.0,0.143,5,43.0,1,3,5,0
EMP5202,35,Female,Bachelor's,Operations,Senior Manager,13,7,86200.0,0.017,3,49.0,0,3,4,0
EMP5203,32,Male,Master's,Sales,Senior Analyst,9,2,59700.0,0.149,4,70.0,0,5,3,0
EMP5204,55,Female,Master's,Legal,Director,29,5,141200.0,0.246,4,62.0,0,4,4,0
EMP5205,56,Female,Bachelor's,Engineering,Director,33,1,147600.0,0.21,2,63.0,0,4,4,0
EMP5206,37,Female,Bachelor's,HR,Senior Analyst,11,6,68700.0,0.076,5,79.0,1,3,4,0
EMP5207,43,Female,Master's,Finance,Individual Contributor,18,5,93600.0,0.024,5,67.0,0,3,3,0
EMP5208,34,Non-Binary,Master's,Product,Analyst,8,3,51400.0,0.115,4,78.0,0,3,3,0
EMP5209,37,Female,Master's,Operations,Manager,13,13,67800.0,0.025,4,73.0,1,5,3,0
EMP5210,34,Male,Master's,Product,Analyst,12,8,58800.0,0.074,4,45.0,0,3,4,0
EMP5211,31,Female,Master's,Marketing,VP,7,5,48600.0,0.23,4,46.0,0,1,4,0
EMP5212,48,Male,Bachelor's,Product,Senior Manager,22,14,124100.0,0.163,3,42.0,1,5,5,0
EMP5213,26,Female,Bachelor's,Finance,Senior Manager,0,0,25000.0,0.196,3,,1,4,3,0
EMP5214,33,Male,High School,Engineering,Individual Contributor,9,1,52100.0,0.135,2,54.0,0,2,4,0
EMP5215,26,Male,Bachelor's,Sales,Senior Manager,4,3,37600.0,0.042,3,48.0,0,2,4,1
EMP5216,39,Male,Master's,Finance,Senior Manager,16,15,79900.0,0.038,4,17.0,0,3,4,0
EMP5217,47,Female,Master's,Operations,Senior Manager,24,24,116200.0,0.191,5,68.0,0,4,5,0
EMP5218,41,Female,Master's,Sales,Individual Contributor,15,0,77600.0,0.107,3,31.0,0,5,5,0
EMP5219,49,Male,Bachelor's,HR,Manager,25,0,115900.0,0.125,4,37.0,0,2,1,0
EMP5220,43,Male,Master's,Operations,Senior Analyst,19,19,89700.0,0.045,4,66.0,1,3,5,0
EMP5221,35,Female,Bachelor's,Engineering,Manager,9,7,57700.0,0.09,3,48.0,1,3,5,0
EMP5222,56,Male,Bachelor's,Product,Senior Manager,34,0,148500.0,0.033,4,8.0,0,3,1,0
EMP5223,45,Non-Binary,Master's,Product,VP,22,19,105900.0,0.051,3,25.0,0,4,4,0
EMP5224,23,Male,High School,Legal,Individual Contributor,0,0,45800.0,0.222,2,36.0,0,2,4,0
EMP5225,27,Female,Bachelor's,Product,Senior Manager,4,4,43800.0,0.179,3,58.0,1,5,4,0
EMP5226,47,Male,Bachelor's,Sales,Senior Manager,23,5,108800.0,0.213,5,25.0,1,3,5,0
EMP5227,22,Non-Binary,Bachelor's,Sales,Individual Contributor,0,0,25000.0,0.219,5,37.0,1,4,5,0
EMP5228,28,Female,Bachelor's,Legal,Director,3,0,42400.0,0.147,4,46.0,0,4,2,0
EMP5229,25,Non-Binary,Master's,Sales,Analyst,1,1,25000.0,0.076,4,43.0,1,4,2,0
EMP5230,52,Male,Bachelor's,Operations,Director,30,9,139400.0,0.123,4,15.0,0,5,2,0
EMP5231,26,Female,High School,Marketing,VP,0,0,31100.0,0.005,3,40.0,0,4,5,0
EMP5232,29,Male,Bachelor's,HR,VP,7,0,60900.0,0.204,3,74.0,0,4,2,0
EMP5233,59,Female,Bachelor's,Finance,Senior Analyst,37,26,154400.0,,1,52.0,0,4,4,0
EMP5234,26,Male,Master's,Finance,Senior Manager,3,2,40700.0,0.127,1,63.0,0,4,4,0
EMP5235,30,Male,Master's,Product,VP,7,2,59900.0,0.094,5,58.0,0,1,3,0
EMP5236,52,Female,Master's,Marketing,Individual Contributor,27,9,117100.0,0.043,4,6.0,0,4,3,0
EMP5237,27,Male,Master's,Finance,Individual Contributor,3,1,45400.0,0.019,4,36.0,0,5,5,0
EMP5238,30,Female,Master's,Operations,VP,4,1,48500.0,0.081,4,26.0,0,4,3,0
EMP5239,52,Female,Bachelor's,Sales,VP,30,1,133900.0,0.234,4,40.0,0,4,4,0
EMP5240,22,Female,Master's,HR,Manager,0,0,42600.0,0.017,4,,1,5,3,0
EMP5241,35,Female,Bachelor's,Marketing,Director,11,7,72600.0,0.237,4,18.0,0,2,2,0
EMP5242,31,Male,Bachelor's,Marketing,Analyst,7,2,41100.0,0.132,2,9.0,0,4,3,0
EMP5243,29,Male,Master's,Engineering,Analyst,7,3,62400.0,0.11,3,4.0,1,5,3,0
EMP5244,36,Female,Master's,HR,Senior Analyst,11,3,63200.0,0.031,4,33.0,0,1,3,0
EMP5245,30,Male,Bachelor's,Finance,Individual Contributor,6,1,57400.0,0.018,2,62.0,0,3,3,1
EMP5246,51,Non-Binary,PhD,Engineering,Senior Analyst,26,14,123400.0,0.136,4,26.0,0,3,4,0
EMP5247,27,Male,Bachelor's,Marketing,Manager,1,1,25000.0,0.15,4,62.0,0,5,3,0
EMP5248,37,Male,Bachelor's,Legal,VP,14,7,83800.0,0.109,4,41.0,0,5,2,0
EMP5249,25,Male,Bachelor's,Product,Analyst,0,0,28200.0,0.072,3,53.0,1,5,5,0
EMP5250,26,Male,Master's,Operations,Senior Analyst,2,1,33300.0,0.003,3,23.0,1,4,4,1
EMP5251,47,Female,PhD,HR,Analyst,24,17,110600.0,0.067,5,33.0,0,4,5,0
EMP5252,39,Female,Master's,Operations,Director,14,0,85300.0,0.179,5,26.0,0,2,4,0
EMP5253,38,Female,Bachelor's,Operations,VP,16,13,78600.0,0.152,3,33.0,0,5,3,0
EMP5254,32,Non-Binary,Bachelor's,Engineering,Individual Contributor,7,6,63400.0,0.04,5,76.0,1,5,4,0
EMP5255,27,Male,Bachelor's,Engineering,VP,1,0,25000.0,0.198,5,9.0,1,4,5,0
EMP5256,55,Male,Master's,Product,VP,32,32,144400.0,0.037,3,69.0,0,2,3,0
EMP5257,52,Female,PhD,Legal,VP,28,13,134200.0,0.199,3,73.0,1,5,3,0
EMP5258,39,Female,Master's,Finance,Individual Contributor,14,5,85000.0,0.128,5,1.0,0,5,2,0
EMP5259,22,Male,Bachelor's,HR,Senior Manager,0,0,31500.0,0.179,4,32.0,0,5,5,1
EMP5260,56,Female,Bachelor's,Engineering,Analyst,30,9,133300.0,0.021,4,48.0,0,4,3,0
EMP5261,38,Male,Bachelor's,Sales,Director,12,12,67600.0,0.185,5,23.0,0,3,5,0
EMP5262,29,Female,Bachelor's,Engineering,Manager,6,3,41200.0,0.18,5,11.0,0,3,4,0
EMP5263,26,Female,PhD,Engineering,Individual Contributor,3,3,35000.0,0.044,2,31.0,0,4,4,0
EMP5264,59,Male,Bachelor's,Legal,Senior Manager,34,25,141300.0,0.034,3,63.0,1,5,3,0
EMP5265,23,Female,Master's,Legal,Director,0,0,25000.0,0.187,5,38.0,0,2,3,0
EMP5266,36,Female,Bachelor's,Legal,Senior Manager,13,6,89900.0,0.104,2,66.0,0,4,3,1
EMP5267,42,Male,Master's,Engineering,Manager,16,0,72200.0,0.162,2,29.0,1,5,4,0
EMP5268,33,Male,PhD,HR,Individual Contributor,11,11,77500.0,0.002,5,52.0,0,3,4,0
EMP5269,27,Female,Master's,Marketing,Individual Contributor,3,0,30600.0,0.046,4,62.0,1,4,4,0
EMP5270,46,Male,Master's,Marketing,Individual Contributor,23,18,102300.0,0.186,3,53.0,1,4,3,0
EMP5271,24,Male,High School,HR,Individual Contributor,0,0,25000.0,0.05,3,35.0,0,4,4,1
EMP5272,59,Male,Bachelor's,Finance,Analyst,33,4,136600.0,0.02,4,68.0,0,4,4,0
EMP5273,40,Male,Bachelor's,Operations,Director,14,12,86400.0,0.044,3,13.0,1,4,5,0
EMP5274,49,Male,Bachelor's,Legal,Manager,26,0,125700.0,0.208,2,8.0,0,2,1,0
EMP5275,54,Female,Master's,Product,Senior Manager,31,3,136600.0,0.087,5,2.0,0,4,5,0
EMP5276,52,Male,Bachelor's,Operations,Senior Manager,30,9,156700.0,0.133,4,56.0,0,5,4,0
EMP5277,40,Male,Bachelor's,HR,Individual Contributor,14,11,78900.0,0.144,3,28.0,0,2,4,0
EMP5278,24,Female,Master's,Product,VP,1,1,34000.0,0.093,4,9.0,1,2,3,0
EMP5279,25,Male,Master's,Marketing,VP,2,0,31500.0,0.023,3,15.0,0,2,4,0
EMP5280,35,Male,PhD,Legal,Director,12,7,65600.0,0.064,3,,1,4,3,0
EMP5281,33,Female,Bachelor's,HR,Analyst,7,5,50200.0,0.039,5,32.0,1,3,4,0
EMP5282,55,Male,Bachelor's,Marketing,Senior Analyst,29,26,138300.0,0.227,4,51.0,1,3,3,0
EMP5283,38,Male,Bachelor's,Marketing,Individual Contributor,15,3,87100.0,0.185,4,20.0,1,4,3,0
EMP5284,59,Female,PhD,Operations,Analyst,34,3,159300.0,0.206,3,21.0,0,4,3,0
EMP5285,32,Male,Master's,Engineering,VP,9,7,55800.0,0.203,4,77.0,0,4,5,0
EMP5286,58,Female,PhD,Marketing,Director,34,1,153700.0,0.001,3,3.0,1,5,5,0
EMP5287,34,Female,Master's,Sales,VP,9,8,63900.0,0.187,3,67.0,0,3,4,0
EMP5288,59,Male,Bachelor's,Sales,Individual Contributor,35,14,156000.0,0.121,4,5.0,0,5,3,0
EMP5289,41,Female,Bachelor's,Legal,Manager,15,8,75600.0,0.194,4,62.0,1,4,3,0
EMP5290,22,Male,Bachelor's,Marketing,Director,0,0,25000.0,0.24,4,78.0,1,3,5,0
EMP5291,57,Female,Bachelor's,HR,Analyst,32,16,146300.0,,1,24.0,0,3,4,0
EMP5292,29,Male,PhD,Operations,Manager,5,2,54500.0,0.151,4,17.0,1,4,5,0
EMP5293,52,Female,Bachelor's,Engineering,Senior Analyst,27,0,119600.0,0.076,3,18.0,1,4,4,0
EMP5294,53,Female,Master's,Product,VP,27,4,129400.0,0.223,4,32.0,1,4,4,0
EMP5295,29,Male,Bachelor's,HR,Manager,3,1,50100.0,0.064,5,21.0,1,4,2,0
EMP5296,43,Male,Master's,Engineering,Manager,20,4,97100.0,0.088,4,,0,5,3,0
EMP5297,51,Female,Bachelor's,Operations,Senior Manager,27,22,113000.0,0.222,3,13.0,1,3,5,0
EMP5298,57,Female,Bachelor's,Legal,Director,32,32,131500.0,0.025,4,74.0,1,4,2,0
EMP5299,36,Male,Master's,Product,Director,10,2,59600.0,0.124,2,23.0,0,3,2,0
EMP5300,37,Female,Bachelor's,Legal,Individual Contributor,15,11,78900.0,0.145,2,5.0,1,2,5,0
EMP5301,52,Male,PhD,Legal,Senior Manager,30,15,134700.0,0.145,3,25.0,0,4,4,0
EMP5302,40,Female,Master's,HR,Director,18,14,92900.0,0.03,3,43.0,1,3,2,0
EMP5303,45,Female,Bachelor's,Legal,Manager,23,18,108300.0,0.01,4,9.0,1,2,4,0
EMP5304,26,Female,Bachelor's,Engineering,Director,3,3,45900.0,0.104,3,38.0,0,3,1,1
EMP5305,47,Female,Bachelor's,Product,Senior Analyst,24,24,107900.0,0.113,4,79.0,0,5,2,0
EMP5306,34,Male,Bachelor's,Legal,Senior Analyst,12,7,82100.0,0.236,2,55.0,0,5,3,0
EMP5307,35,Male,Bachelor's,Operations,VP,9,9,69000.0,0.189,4,27.0,0,5,4,0
EMP5308,56,Male,Bachelor's,Product,Director,30,13,141900.0,0.15,3,71.0,0,1,3,0
EMP5309,49,Female,Master's,Marketing,VP,27,1,119200.0,0.053,3,26.0,0,2,5,0
EMP5310,43,Male,PhD,HR,VP,20,7,99100.0,0.225,4,0.0,0,3,1,0
EMP5311,43,Male,Bachelor's,Marketing,Manager,20,14,105800.0,0.048,2,19.0,1,4,1,0
EMP5312,54,Male,Master's,Engineering,VP,28,0,126400.0,0.237,3,1.0,0,5,3,0
EMP5313,45,Male,Bachelor's,Product,Senior Analyst,23,19,104900.0,0.236,4,39.0,0,3,4,0
EMP5314,29,Male,Bachelor's,Marketing,Analyst,3,3,34600.0,0.244,3,30.0,0,4,5,0
EMP5315,42,Female,Bachelor's,Engineering,Senior Analyst,20,4,94500.0,0.071,4,5.0,0,2,3,0
EMP5316,45,Male,Bachelor's,Marketing,Director,21,19,94200.0,0.034,3,32.0,0,4,4,0
EMP5317,24,Male,Bachelor's,Marketing,Director,0,0,53000.0,0.157,4,15.0,1,5,1,0
EMP5318,27,Male,Master's,Product,VP,4,3,28400.0,0.106,3,71.0,0,4,1,1
EMP5319,40,Female,Bachelor's,Legal,VP,18,6,85200.0,0.097,5,48.0,1,4,1,0
EMP5320,43,Female,Master's,HR,Senior Analyst,19,18,101300.0,0.139,3,,0,4,2,0
EMP5321,23,Male,Bachelor's,Engineering,VP,0,0,25000.0,0.172,5,60.0,0,3,5,0
EMP5322,39,Male,Master's,Finance,Senior Manager,15,8,79700.0,0.083,3,67.0,1,3,4,0
EMP5323,28,Female,Bachelor's,Legal,Individual Contributor,2,1,40200.0,0.084,4,61.0,0,5,5,0
EMP5324,47,Male,Bachelor's,Operations,Analyst,24,14,122300.0,0.153,3,7.0,0,4,5,0
EMP5325,40,Female,Bachelor's,Legal,VP,15,15,80300.0,0.018,2,40.0,0,3,4,0
EMP5326,25,Male,Bachelor's,Legal,Director,0,0,37400.0,0.175,1,6.0,1,4,3,0
EMP5327,37,Female,Master's,Marketing,Senior Manager,14,9,65400.0,0.2,2,50.0,0,2,2,0
EMP5328,57,Female,Bachelor's,Legal,Individual Contributor,31,16,133700.0,0.22,3,59.0,0,1,2,0
EMP5329,23,Male,Master's,Legal,Senior Analyst,0,0,34000.0,0.188,4,2.0,1,2,1,0
EMP5330,37,Male,Bachelor's,Engineering,Manager,13,9,91300.0,0.127,3,61.0,1,5,2,0
EMP5331,27,Male,Bachelor's,Sales,Manager,3,2,32800.0,0.218,4,19.0,1,3,1,0
EMP5332,56,Female,Bachelor's,Sales,Senior Manager,34,6,139900.0,0.123,2,7.0,0,5,4,0
EMP5333,39,Male,Bachelor's,Product,Senior Analyst,17,9,92200.0,,4,22.0,1,3,3,0
EMP5334,45,Male,Bachelor's,Legal,Director,19,13,96900.0,0.016,4,79.0,0,3,4,0
EMP5335,58,Female,High School,Engineering,Analyst,35,6,146800.0,0.177,3,23.0,0,4,3,0
EMP5336,23,Female,PhD,Product,Analyst,0,0,25000.0,0.021,4,6.0,0,3,3,1
EMP5337,40,Male,Bachelor's,Engineering,Senior Analyst,17,13,85400.0,0.007,3,6.0,1,5,2,0
EMP5338,24,Male,High School,Legal,Senior Manager,1,0,37700.0,0.126,3,70.0,0,4,4,0
EMP5339,51,Male,Bachelor's,Marketing,Analyst,27,0,121800.0,0.03,4,52.0,0,2,5,0
EMP5340,44,Male,Master's,Operations,Director,21,8,112900.0,0.081,4,15.0,0,5,4,0
EMP5341,38,Male,Bachelor's,Operations,Senior Analyst,14,9,77900.0,,4,50.0,1,3,5,0
EMP5342,33,Female,Bachelor's,Legal,VP,9,1,66300.0,0.138,3,1.0,0,3,3,1
EMP5343,29,Non-Binary,PhD,Operations,VP,3,1,42700.0,0.183,4,54.0,0,5,5,0
EMP5344,56,Female,Master's,Marketing,VP,30,5,131800.0,0.196,4,68.0,0,3,4,0
EMP5345,22,Male,Bachelor's,Marketing,Senior Manager,0,0,36700.0,0.12,5,62.0,0,4,5,0
EMP5346,26,Male,Bachelor's,Product,Senior Manager,0,0,25000.0,0.246,4,14.0,0,1,3,0
EMP5347,36,Male,Bachelor's,Legal,Manager,13,12,71100.0,0.051,2,28.0,1,5,5,1
EMP5348,36,Male,Master's,Marketing,Analyst,11,8,65200.0,0.021,3,42.0,0,3,4,0
EMP5349,56,Female,Master's,Marketing,Senior Analyst,32,31,145100.0,0.08,4,6.0,0,3,3,0
EMP5350,33,Female,Bachelor's,HR,Senior Analyst,9,3,66500.0,0.191,4,66.0,0,5,3,0
EMP5351,34,Non-Binary,High School,Legal,Director,9,5,55000.0,0.024,3,48.0,0,4,3,0
EMP5352,30,Female,Bachelor's,Operations,Analyst,7,2,46900.0,0.117,4,12.0,1,4,5,0
EMP5353,36,Male,Master's,Engineering,Individual Contributor,13,5,76100.0,0.143,4,60.0,1,4,5,0
EMP5354,32,Male,Master's,Legal,Analyst,8,4,45700.0,0.202,2,59.0,1,4,4,1
EMP5355,48,Female,Bachelor's,Product,Manager,26,25,129100.0,0.211,2,12.0,0,3,2,1
EMP5356,52,Female,Master's,Operations,Manager,28,25,126200.0,0.06,4,42.0,1,4,3,0
EMP5357,50,Female,Master's,Product,VP,25,7,108100.0,0.069,4,25.0,0,3,3,0
EMP5358,52,Male,Master's,Legal,Director,30,9,125500.0,0.171,3,20.0,0,3,4,0
EMP5359,45,Female,Bachelor's,Product,Individual Contributor,21,10,106000.0,0.215,3,64.0,0,1,2,0
EMP5360,48,Male,PhD,Marketing,Individual Contributor,25,19,119800.0,0.042,3,3.0,0,4,4,0
EMP5361,34,Male,High School,HR,VP,12,4,65900.0,0.181,3,34.0,0,3,3,0
EMP5362,59,Female,Master's,Finance,Senior Analyst,37,2,158600.0,0.059,4,21.0,0,4,3,0
EMP5363,57,Male,Bachelor's,Product,Director,33,5,136500.0,0.045,3,26.0,0,4,1,0
EMP5364,24,Male,Master's,Operations,Director,0,0,27900.0,0.084,4,33.0,0,1,1,0
EMP5365,35,Female,Master's,Sales,Manager,11,4,80300.0,0.199,3,46.0,1,3,5,0
EMP5366,48,Male,Bachelor's,Finance,Analyst,26,24,138000.0,0.186,4,29.0,0,3,4,0
EMP5367,33,Female,Bachelor's,Engineering,Analyst,11,8,66800.0,0.12,5,43.0,0,2,4,0
EMP5368,41,Male,Bachelor's,Product,Manager,19,5,100000.0,0.179,3,57.0,0,4,1,0
EMP5369,54,Female,Bachelor's,Finance,VP,29,17,134600.0,0.101,5,14.0,1,4,4,0
EMP5370,55,Male,High School,Engineering,Senior Analyst,30,24,121200.0,0.053,4,32.0,1,3,3,0
EMP5371,57,Female,Bachelor's,Product,Individual Contributor,33,9,136300.0,0.211,5,42.0,0,2,3,0
EMP5372,46,Male,PhD,Legal,Manager,24,18,95500.0,0.013,3,30.0,1,4,4,0
EMP5373,58,Female,Bachelor's,Product,Director,36,23,159600.0,0.225,5,44.0,0,3,2,0
EMP5374,46,Female,Bachelor's,HR,Analyst,23,16,126100.0,0.197,3,64.0,1,2,4,0
EMP5375,42,Male,Bachelor's,Finance,Analyst,16,2,94500.0,0.181,3,48.0,0,4,5,0
EMP5376,29,Female,Master's,Marketing,Senior Manager,7,0,54900.0,0.142,5,37.0,0,4,4,0
EMP5377,55,Male,Master's,Legal,Analyst,31,14,137700.0,0.203,5,53.0,1,2,3,0
EMP5378,31,Male,Master's,Legal,Director,7,3,51700.0,0.007,2,78.0,0,2,3,0
EMP5379,28,Male,Master's,Marketing,Manager,2,0,45500.0,0.148,3,1.0,1,4,4,0
EMP5380,51,Female,Bachelor's,Marketing,Senior Analyst,28,26,129700.0,0.065,5,45.0,0,3,3,0
EMP5381,55,Female,PhD,Engineering,Individual Contributor,32,8,142500.0,0.16,4,0.0,0,2,5,0
EMP5382,59,Female,Master's,Sales,Manager,34,12,140200.0,0.169,3,74.0,0,5,4,0
EMP5383,50,Male,Master's,Operations,Analyst,26,1,125800.0,0.054,3,58.0,0,3,3,0
EMP5384,58,Male,Master's,Finance,Analyst,36,0,154800.0,0.039,3,70.0,0,4,3,0
EMP5385,37,Male,Bachelor's,Sales,Manager,12,4,75200.0,0.147,3,45.0,0,4,3,0
EMP5386,26,Female,Master's,Engineering,Senior Manager,0,0,38000.0,0.235,4,33.0,1,3,3,0
EMP5387,31,Male,Master's,Operations,Senior Manager,5,4,34400.0,0.166,3,0.0,0,3,5,0
EMP5388,28,Male,Master's,Product,Senior Manager,6,4,48600.0,0.121,4,49.0,0,4,4,0
EMP5389,50,Non-Binary,PhD,Sales,Analyst,25,17,114000.0,0.234,2,72.0,1,3,4,0
EMP5390,38,Male,Bachelor's,Marketing,Senior Analyst,13,10,71300.0,0.205,4,11.0,0,3,3,0
EMP5391,38,Male,Master's,HR,Analyst,13,8,66600.0,0.183,1,19.0,1,5,3,0
EMP5392,57,Male,Bachelor's,Legal,Senior Manager,33,15,139700.0,0.109,4,42.0,0,3,3,0
EMP5393,59,Male,Master's,Operations,Analyst,34,12,140200.0,0.123,4,42.0,1,4,5,0
EMP5394,27,Male,Master's,HR,VP,3,0,47100.0,0.066,4,33.0,1,4,4,0
EMP5395,54,Male,PhD,Finance,Senior Manager,32,10,145000.0,0.204,2,11.0,0,4,2,0
EMP5396,46,Male,Master's,Marketing,Senior Analyst,24,12,116500.0,0.071,4,38.0,0,3,5,0
EMP5397,52,Male,Master's,Legal,Manager,27,6,109100.0,0.176,2,40.0,0,4,3,0
EMP5398,58,Male,Bachelor's,Finance,Analyst,34,4,164600.0,0.219,2,14.0,0,4,4,0
