employee_id,age,gender,education,department,job_role,years_experience,years_at_company,base_salary,bonus_pct,performance_score,training_hours,overtime_flag,work_life_balance,job_satisfaction,attrition
EMP5598,58,Female,Bachelor's,Operations,Senior Analyst,35,8,160000.0,0.093,4,18.0,1,5,5,0
EMP5599,22,Male,Bachelor's,Marketing,Individual Contributor,0,0,34600.0,0.145,4,68.0,0,5,5,1
EMP5600,55,Male,Master's,HR,Analyst,29,3,132300.0,0.024,4,69.0,0,4,3,0
EMP5601,57,Female,Bachelor's,Marketing,Analyst,33,28,151400.0,0.22,4,3.0,0,5,4,0
EMP5602,58,Female,Master's,Finance,Manager,35,4,143000.0,0.149,3,70.0,0,2,4,0
EMP5603,39,Male,Bachelor's,HR,Individual Contributor,16,13,69900.0,0.001,3,29.0,0,2,4,0
EMP5604,51,Female,Bachelor's,Legal,Manager,26,19,137700.0,0.14,2,18.0,1,3,2,0
EMP5605,57,Male,Bachelor's,Finance,VP,31,31,138100.0,0.091,3,9.0,1,4,4,0
EMP5606,53,Male,Master's,Marketing,Individual Contributor,29,16,135800.0,0.226,2,6.0,0,5,3,1
EMP5607,54,Female,Master's,Product,Senior Manager,30,28,112600.0,0.035,2,4.0,0,3,4,0
EMP5608,40,Female,Master's,Product,Analyst,17,11,101900.0,0.083,3,61.0,0,1,5,0
EMP5609,50,Female,Bachelor's,Operations,Individual Contributor,25,0,126700.0,0.191,3,72.0,1,3,1,0
EMP5610,30,Male,PhD,Product,VP,5,1,35000.0,0.056,5,76.0,0,3,4,0
EMP5611,56,Female,Bachelor's,HR,Analyst,34,0,146500.0,0.078,2,40.0,1,4,2,0
EMP5612,40,Male,PhD,HR,Director,16,15,88100.0,0.193,2,20.0,1,4,1,0
EMP5613,32,Male,Bachelor's,Product,VP,6,2,40900.0,0.178,4,71.0,1,5,1,0
EMP5614,33,Female,Bachelor's,Product,Senior Manager,10,5,68900.0,0.09,1,73.0,0,3,3,1
EMP5615,54,Female,Bachelor's,Sales,Senior Analyst,30,24,143400.0,0.117,4,32.0,1,4,5,0
EMP5616,29,Female,Master's,Engineering,Individual Contributor,4,2,46600.0,0.138,4,16.0,0,2,3,0
EMP5617,47,Male,Bachelor's,Sales,Manager,25,23,105000.0,0.222,4,67.0,0,4,5,0
EMP5618,32,Female,Bachelor's,Legal,Analyst,8,8,49700.0,0.165,3,28.0,0,4,3,0
EMP5619,44,Female,Bachelor's,Sales,Analyst,19,4,95500.0,0.148,2,42.0,0,4,2,0
EMP5620,42,Female,Bachelor's,Product,Senior Manager,18,14,91000.0,0.203,5,70.0,0,3,3,0
EMP5621,45,Male,Master's,Sales,Senior Manager,22,4,105200.0,0.076,5,13.0,0,3,4,0
EMP5622,30,Male,PhD,Sales,Director,4,3,41900.0,,4,24.0,0,5,4,0
EMP5623,56,Male,PhD,Engineering,Senior Analyst,33,18,131100.0,0.172,3,16.0,0,4,3,0
EMP5624,55,Female,Bachelor's,Product,Analyst,31,27,144900.0,0.101,3,60.0,0,4,2,0
EMP5625,57,Female,Master's,HR,Senior Analyst,34,6,154000.0,0.12,4,9.0,0,1,4,0
EMP5626,40,Male,Master's,Legal,Analyst,14,14,83200.0,0.04,2,11.0,0,3,3,0
EMP5627,28,Male,Master's,Marketing,Analyst,4,2,47400.0,0.153,5,26.0,0,4,5,0
EMP5628,43,Male,Master's,Sales,Director,20,17,97700.0,0.16,5,30.0,0,4,3,0
EMP5629,25,Female,Master's,Sales,Manager,2,2,32100.0,0.214,3,59.0,0,3,3,1
EMP5630,48,Male,Bachelor's,Engineering,Senior Analyst,24,20,105900.0,0.021,3,75.0,0,3,5,0
EMP5631,32,Female,Master's,Engineering,Senior Analyst,7,1,66800.0,0.225,3,47.0,1,3,3,0
EMP5632,29,Female,Master's,Legal,VP,4,0,43800.0,0.021,3,18.0,1,3,2,1
EMP5633,52,Male,Bachelor's,Operations,Director,30,2,121700.0,0.186,3,52.0,0,1,4,0
EMP5634,47,Female,Master's,Sales,Analyst,25,22,117300.0,,4,56.0,0,4,3,0
EMP5635,25,Male,Bachelor's,Finance,Director,3,2,25000.0,0.102,3,6.0,0,4,3,0
EMP5636,55,Male,Bachelor's,Sales,Director,29,26,133500.0,0.231,3,73.0,0,3,3,0
EMP5637,47,Male,Master's,Operations,Director,25,8,118600.0,0.114,3,,0,5,4,0
EMP5638,32,Female,Master's,Sales,VP,10,6,60700.0,0.006,3,62.0,0,5,4,0
EMP5639,37,Male,PhD,Sales,Director,13,0,68000.0,0.13,4,4.0,1,4,4,0
EMP5640,39,Male,PhD,Operations,Director,17,11,94000.0,0.133,5,75.0,0,4,5,0
EMP5641,56,Female,Bachelor's,Legal,Analyst,34,31,148300.0,0.186,2,77.0,0,4,4,1
EMP5642,43,Male,Bachelor's,Product,Individual Contributor,21,13,88000.0,0.09,4,75.0,0,3,3,0
EMP5643,53,Male,Bachelor's,Product,Senior Analyst,31,27,148100.0,0.018,3,42.0,0,2,4,0
EMP5644,23,Male,PhD,Operations,VP,0,0,25000.0,0.087,4,9.0,0,3,5,0
EMP5645,41,Male,Bachelor's,HR,VP,18,10,82500.0,0.151,3,36.0,0,3,3,0
EMP5646,25,Female,Bachelor's,Legal,Senior Manager,2,1,47900.0,0.136,3,48.0,0,5,4,0
EMP5647,36,Female,Master's,Operations,Senior Manager,10,2,73500.0,0.212,3,35.0,1,5,4,1
EMP5648,42,Female,Bachelor's,Product,Individual Contributor,16,4,82600.0,0.068,4,34.0,1,4,2,0
EMP5649,53,Male,Master's,Legal,Director,31,21,128500.0,0.142,3,27.0,1,4,4,0
EMP5650,32,Female,Master's,Legal,Senior Analyst,6,2,43700.0,0.244,3,54.0,0,5,3,0
EMP5651,31,Male,Master's,Marketing,Analyst,9,3,58000.0,0.078,4,45.0,0,4,3,0
EMP5652,54,Male,Bachelor's,Legal,Analyst,30,17,144700.0,0.109,4,,1,2,3,0
EMP5653,42,Female,Bachelor's,HR,Manager,18,10,103400.0,0.249,2,6.0,0,5,4,0
EMP5654,49,Female,Bachelor's,Engineering,Director,24,20,115300.0,0.036,2,19.0,1,4,4,0
EMP5655,57,Female,Bachelor's,Sales,Senior Manager,33,30,150700.0,0.143,4,70.0,0,1,5,0
EMP5656,23,Male,Bachelor's,Marketing,VP,0,0,28300.0,,3,63.0,0,3,4,0
EMP5657,44,Male,Bachelor's,Operations,Director,22,2,100000.0,0.012,3,53.0,0,4,5,0
EMP5658,24,Female,Master's,Finance,Director,0,0,25000.0,0.19,3,32.0,0,2,2,0
EMP5659,57,Female,Bachelor's,Finance,Individual Contributor,31,3,141100.0,0.05,4,34.0,1,5,2,0
EMP5660,38,Female,Bachelor's,Sales,Analyst,14,12,86200.0,0.223,5,52.0,1,4,4,0
EMP5661,38,Male,Bachelor's,Legal,Director,13,13,71400.0,0.104,4,61.0,1,1,4,0
EMP5662,29,Female,Bachelor's,Sales,Manager,7,4,64000.0,0.036,4,34.0,1,3,5,0
EMP5663,45,Male,Master's,Engineering,VP,21,12,100400.0,0.062,4,71.0,1,4,4,0
EMP5664,42,Male,Bachelor's,Sales,VP,20,15,100700.0,0.208,3,,1,2,1,0
EMP5665,57,Female,Bachelor's,Engineering,Director,33,32,143700.0,0.093,5,25.0,1,4,4,0
EMP5666,22,Female,Master's,Product,VP,0,0,39900.0,0.064,2,55.0,1,5,3,1
EMP5667,50,Female,Master's,HR,Individual Contributor,25,9,121400.0,0.062,4,63.0,0,4,3,0
EMP5668,58,Male,PhD,Legal,Senior Manager,33,6,145000.0,0.146,3,43.0,1,4,4,0
EMP5669,56,Male,Master's,Finance,VP,34,28,149600.0,0.064,4,76.0,0,5,4,0
EMP5670,45,Male,Master's,Product,Analyst,22,1,97500.0,0.234,5,,0,5,3,0
EMP5671,53,Female,Master's,Operations,Senior Analyst,27,2,106600.0,0.012,4,16.0,0,5,4,0
EMP5672,23,Female,PhD,Sales,Individual Contributor,1,1,29200.0,0.039,5,62.0,1,1,5,0
EMP5673,24,Female,Master's,Engineering,Senior Analyst,2,0,35400.0,0.107,4,64.0,1,2,3,0
EMP5674,48,Female,Master's,Sales,Analyst,22,12,111300.0,0.052,3,69.0,0,4,2,0
EMP5675,31,Female,Master's,Marketing,Individual Contributor,7,3,53200.0,,3,42.0,0,3,2,0
EMP5676,48,Male,Bachelor's,Engineering,Manager,23,17,106700.0,0.229,4,61.0,1,4,3,0
EMP5677,50,Male,PhD,Legal,Director,27,4,100900.0,0.15,3,,1,5,3,0
EMP5678,47,Female,Bachelor's,HR,VP,23,14,114700.0,0.214,3,73.0,0,5,3,0
EMP5679,55,Male,Bachelor's,Product,Senior Manager,30,23,136700.0,0.2,2,23.0,1,3,2,0
EMP5680,30,Male,Bachelor's,Engineering,Analyst,7,4,61000.0,0.04,5,12.0,1,5,3,0
EMP5681,52,Female,Master's,Product,Director,26,8,121200.0,0.02,4,61.0,0,4,3,0
EMP5682,52,Male,Bachelor's,Legal,Director,26,24,130200.0,0.157,2,51.0,0,4,5,0
EMP5683,33,Non-Binary,Master's,Marketing,Senior Analyst,8,1,53600.0,,4,78.0,0,2,3,0
EMP5684,29,Female,Bachelor's,Finance,Director,6,2,50700.0,0.208,4,6.0,1,2,1,0
EMP5685,45,Female,Bachelor's,Product,VP,22,12,108900.0,0.154,5,2.0,1,4,3,0
EMP5686,55,Male,Master's,Legal,Individual Contributor,33,9,150800.0,0.028,3,39.0,1,4,5,0
EMP5687,47,Female,Bachelor's,Marketing,Senior Manager,22,14,110300.0,0.195,4,,1,5,3,0
EMP5688,26,Male,Master's,HR,Analyst,0,0,33800.0,0.171,3,68.0,0,2,5,1
EMP5689,38,Female,Master's,Engineering,Individual Contributor,12,10,74200.0,0.233,4,53.0,0,3,3,0
EMP5690,37,Male,Bachelor's,Product,Senior Manager,11,6,67000.0,0.177,5,58.0,0,2,2,0
EMP5691,44,Male,Bachelor's,Product,Director,22,8,114200.0,0.026,2,31.0,0,4,4,0
EMP5692,44,Female,Bachelor's,Legal,Individual Contributor,19,12,83100.0,0.152,3,46.0,1,4,4,0
EMP5693,59,Male,Bachelor's,Engineering,Senior Analyst,36,20,151000.0,0.101,2,11.0,1,3,5,1
EMP5694,53,Female,Master's,Finance,Analyst,31,25,151200.0,0.105,3,55.0,0,2,3,0
EMP5695,42,Female,Bachelor's,HR,Individual Contributor,18,11,87600.0,0.158,1,11.0,0,1,5,0
EMP5696,27,Male,Bachelor's,Finance,Senior Analyst,2,0,36400.0,0.225,4,13.0,0,3,4,0
EMP5697,29,Male,Master's,Engineering,Manager,4,1,55100.0,0.19,3,13.0,0,1,4,0
EMP5698,28,Male,Master's,Marketing,VP,4,1,43000.0,0.006,4,74.0,0,5,5,0
EMP5699,41,Female,Bachelor's,Marketing,VP,19,7,89800.0,0.037,4,13.0,0,3,3,0
EMP5700,27,Male,Bachelor's,Sales,Senior Analyst,5,5,57100.0,0.091,4,16.0,0,3,4,0
EMP5701,28,Male,Bachelor's,Marketing,Senior Analyst,6,0,48700.0,0.171,3,79.0,0,4,4,0
EMP5702,27,Male,Bachelor's,Marketing,Director,2,2,35200.0,0.159,4,13.0,1,5,2,0
EMP5703,48,Male,Bachelor's,Operations,Manager,24,6,98200.0,0.126,4,43.0,0,4,1,0
EMP5704,32,Male,Master's,Sales,Senior Manager,9,5,60500.0,0.108,3,11.0,0,3,5,0
EMP5705,56,Male,Master's,Sales,VP,31,10,144000.0,0.197,1,,1,3,5,0
EMP5706,40,Male,Bachelor's,HR,Individual Contributor,17,1,86100.0,,4,74.0,0,2,5,0
EMP5707,47,Male,Bachelor's,Engineering,Director,24,0,103700.0,0.149,3,26.0,0,2,4,0
EMP5708,42,Male,Bachelor's,Operations,Senior Analyst,16,6,82200.0,0.202,2,36.0,1,4,4,0
EMP5709,55,Female,Master's,HR,Individual Contributor,31,26,133600.0,0.068,3,70.0,1,5,3,0
EMP5710,26,Male,Master's,HR,Senior Manager,1,0,31500.0,0.051,5,42.0,0,3,4,0
EMP5711,49,Male,Master's,Engineering,VP,23,21,106400.0,0.168,4,75.0,0,4,4,0
EMP5712,43,Female,Bachelor's,Marketing,Director,20,19,113300.0,0.044,4,30.0,0,4,3,0
EMP5713,38,Non-Binary,Bachelor's,Engineering,Manager,16,3,88400.0,0.122,3,18.0,1,4,4,0
EMP5714,48,Non-Binary,Master's,Finance,Director,23,20,96600.0,0.231,4,2.0,0,3,2,0
EMP5715,42,Female,Bachelor's,HR,Individual Contributor,19,12,97100.0,0.015,3,31.0,1,5,4,0
EMP5716,45,Male,Bachelor's,Operations,VP,19,11,96200.0,0.227,5,5.0,0,3,4,0
EMP5717,42,Female,Master's,Product,Individual Contributor,19,8,106100.0,0.048,4,46.0,0,3,5,0
EMP5718,26,Female,Master's,Marketing,Analyst,1,1,32300.0,0.121,4,1.0,0,2,4,0
EMP5719,36,Non-Binary,Bachelor's,Legal,Individual Contributor,11,1,67000.0,0.033,5,8.0,0,4,3,0
EMP5720,58,Female,Master's,Sales,Manager,33,0,160400.0,0.177,5,43.0,0,5,4,0
EMP5721,25,Female,Bachelor's,HR,Individual Contributor,0,0,25000.0,0.249,1,,0,2,2,0
EMP5722,30,Male,Master's,Legal,Senior Manager,8,0,64400.0,0.076,3,15.0,0,2,2,0
EMP5723,48,Male,Master's,Finance,Director,22,20,107500.0,,4,59.0,0,5,5,0
EMP5724,27,Female,Master's,Product,VP,4,3,40000.0,0.182,1,32.0,0,4,2,0
EMP5725,23,Non-Binary,High School,Product,VP,0,0,25000.0,0.241,3,14.0,1,5,3,0
EMP5726,51,Male,Bachelor's,Operations,Manager,28,14,138900.0,0.168,3,36.0,1,4,3,0
EMP5727,29,Male,Master's,Operations,Director,6,0,54700.0,0.171,4,73.0,0,4,5,0
EMP5728,30,Male,Bachelor's,HR,Senior Manager,7,1,59300.0,0.236,4,42.0,1,3,4,0
EMP5729,39,Male,Bachelor's,Legal,Manager,15,14,89600.0,0.182,3,68.0,0,3,4,0
EMP5730,54,Female,PhD,Product,Analyst,28,25,130700.0,0.212,4,71.0,0,4,4,0
EMP5731,59,Male,Master's,Legal,VP,36,29,147500.0,0.071,3,18.0,0,3,3,0
EMP5732,31,Male,PhD,HR,Manager,5,5,34900.0,0.042,5,3.0,0,3,3,0
EMP5733,33,Male,Bachelor's,Sales,Senior Analyst,8,6,70300.0,0.16,2,53.0,0,4,2,0
EMP5734,41,Female,Bachelor's,Product,Manager,16,12,87700.0,0.063,4,39.0,0,1,4,0
EMP5735,52,Female,High School,Engineering,Senior Manager,26,22,121600.0,0.107,5,28.0,0,4,2,0
EMP5736,24,Male,Master's,Legal,Individual Contributor,0,0,44400.0,0.214,4,10.0,1,3,5,0
EMP5737,37,Female,Master's,HR,Manager,13,6,67000.0,0.158,4,11.0,0,4,2,0
EMP5738,25,Female,Bachelor's,Legal,Analyst,2,0,25000.0,0.236,2,74.0,0,2,3,0
EMP5739,30,Male,Bachelor's,Marketing,Senior Analyst,5,0,33000.0,0.089,3,11.0,0,4,4,0
EMP5740,45,Male,Master's,Engineering,Individual Contributor,22,14,102800.0,0.07,3,73.0,0,3,3,0
EMP5741,23,Male,Bachelor's,Product,VP,1,0,34400.0,0.053,4,21.0,0,2,2,0
EMP5742,54,Male,Bachelor's,Product,Analyst,31,6,149600.0,0.244,5,11.0,0,3,5,0
EMP5743,25,Male,PhD,HR,Senior Manager,1,1,40200.0,0.107,1,41.0,0,3,3,0
EMP5744,53,Male,Bachelor's,Sales,Senior Analyst,27,14,104000.0,0.23,3,9.0,0,4,4,0
EMP5745,37,Male,Master's,Legal,Senior Manager,12,6,94400.0,0.086,4,21.0,0,2,4,0
EMP5746,43,Male,PhD,Finance,Director,20,7,96700.0,0.072,3,8.0,0,5,3,0
EMP5747,37,Female,Master's,Operations,Senior Manager,12,3,81800.0,0.193,4,1.0,1,1,3,0
EMP5748,35,Female,Bachelor's,Legal,Senior Manager,11,1,72900.0,0.155,3,7.0,1,4,4,0
EMP5749,45,Male,Master's,Operations,Director,19,18,96500.0,0.131,4,77.0,0,4,5,0
EMP5750,34,Male,Master's,Finance,Director,9,7,59600.0,0.11,2,12.0,1,1,4,1
EMP5751,24,Female,PhD,Operations,Senior Analyst,0,0,25000.0,0.117,4,17.0,1,2,3,0
EMP5752,22,Male,Bachelor's,Engineering,Director,0,0,25000.0,0.209,4,12.0,0,3,1,0
EMP5753,32,Male,Master's,Marketing,Senior Manager,8,7,56700.0,0.038,3,6.0,1,3,4,0
EMP5754,30,Male,Master's,Marketing,Manager,5,1,36400.0,0.013,4,13.0,1,3,3,0
EMP5755,22,Male,Bachelor's,Operations,Senior Analyst,0,0,43200.0,0.001,3,8.0,0,5,3,0
EMP5756,25,Male,Master's,Sales,Senior Manager,2,0,37800.0,0.124,4,11.0,0,2,4,0
EMP5757,55,Non-Binary,Bachelor's,Legal,Individual Contributor,30,3,151700.0,0.205,4,36.0,1,5,5,0
EMP5758,40,Female,Bachelor's,HR,Senior Manager,14,14,75500.0,0.168,3,30.0,0,5,5,0
EMP5759,37,Female,High School,Marketing,Analyst,13,12,70800.0,0.248,4,14.0,0,3,4,0
EMP5760,56,Female,Bachelor's,Operations,Senior Analyst,32,30,146700.0,0.152,3,20.0,0,4,5,0
EMP5761,44,Male,Bachelor's,Engineering,Individual Contributor,22,3,104900.0,0.127,3,37.0,0,5,3,0
EMP5762,26,Female,Master's,Product,VP,1,0,41300.0,0.145,3,33.0,0,3,2,1
EMP5763,49,Non-Binary,Bachelor's,Marketing,Analyst,23,4,122000.0,0.221,3,9.0,0,4,3,0
EMP5764,48,Female,High School,Engineering,VP,23,14,119300.0,0.004,4,71.0,1,4,4,0
EMP5765,32,Female,Bachelor's,Marketing,Analyst,6,0,61900.0,0.117,4,,0,4,5,0
EMP5766,47,Female,Master's,HR,Manager,25,10,124000.0,0.103,1,28.0,1,5,5,0
EMP5767,27,Male,Bachelor's,Product,Individual Contributor,3,2,36100.0,0.238,3,45.0,1,3,4,0
EMP5768,59,Male,Master's,Sales,Director,34,9,158100.0,0.047,2,22.0,0,2,3,0
EMP5769,44,Female,Master's,Engineering,Director,21,18,109100.0,0.006,4,49.0,1,4,3,0
EMP5770,32,Female,Master's,Operations,Senior Analyst,6,0,46100.0,0.158,5,73.0,0,3,4,0
EMP5771,56,Male,Master's,Engineering,Manager,34,29,145100.0,0.156,4,67.0,0,4,4,0
EMP5772,41,Male,Master's,Sales,Analyst,15,0,81800.0,0.08,3,25.0,0,4,4,0
EMP5773,55,Male,Master's,HR,Director,33,25,154400.0,0.135,2,7.0,0,3,2,0
EMP5774,25,Male,Bachelor's,Legal,Senior Manager,3,2,41400.0,0.149,3,9.0,1,5,3,0
EMP5775,33,Male,Bachelor's,Legal,Senior Analyst,7,3,54500.0,0.088,4,16.0,0,4,2,0
EMP5776,38,Male,PhD,Marketing,Manager,12,0,70700.0,0.105,5,49.0,0,4,4,0
EMP5777,32,Male,Master's,Finance,Analyst,8,8,55200.0,0.035,4,39.0,1,5,3,0
EMP5778,41,Non-Binary,Master's,Operations,Analyst,18,17,83700.0,0.193,5,22.0,1,3,5,0
EMP5779,35,Male,Master's,HR,Analyst,11,9,74900.0,0.097,3,15.0,1,4,5,0
EMP5780,55,Female,Master's,Product,Manager,32,31,133900.0,0.161,1,41.0,0,3,4,0
EMP5781,31,Male,Bachelor's,Operations,Senior Analyst,8,8,58500.0,0.107,4,76.0,0,4,2,0
EMP5782,29,Male,Bachelor's,Marketing,Senior Analyst,7,6,51200.0,0.041,3,61.0,0,4,3,0
EMP5783,58,Female,Bachelor's,Marketing,Senior Analyst,33,8,151600.0,0.175,3,20.0,0,5,2,0
EMP5784,49,Non-Binary,Master's,Operations,Individual Contributor,27,23,121800.0,0.104,1,45.0,1,3,1,1
EMP5785,23,Female,Master's,Marketing,Manager,0,0,25000.0,0.046,4,40.0,0,5,3,0
EMP5786,54,Female,Bachelor's,Operations,Senior Manager,31,19,146400.0,0.233,3,64.0,1,3,3,0
EMP5787,29,Male,Bachelor's,Finance,Individual Contributor,3,0,33900.0,0.223,5,27.0,0,4,5,0
EMP5788,47,Male,Master's,HR,Individual Contributor,22,0,108200.0,0.182,4,27.0,0,5,5,0
EMP5789,23,Female,Master's,Operations,Manager,0,0,40200.0,0.144,4,35.0,0,4,5,0
EMP5790,31,Female,Master's,HR,VP,7,2,48700.0,0.156,3,13.0,0,4,1,1
EMP5791,54,Male,Bachelor's,Engineering,Manager,31,16,137700.0,0.09,2,69.0,1,5,4,0
EMP5792,22,Male,Bachelor's,Engineering,Senior Analyst,0,0,26600.0,0.066,4,31.0,1,3,1,0
EMP5793,39,Female,Master's,Engineering,Analyst,17,17,90600.0,0.148,1,68.0,1,4,4,0
EMP5794,37,Male,Bachelor's,Marketing,Manager,13,12,75000.0,0.185,3,32.0,1,4,4,0
EMP5795,30,Male,Bachelor's,Operations,Individual Contributor,4,4,51400.0,0.124,2,54.0,0,4,3,1
EMP5796,26,Male,Bachelor's,HR,Senior Analyst,1,1,28500.0,0.224,4,57.0,0,5,1,0
EMP5797,37,Male,Master's,Engineering,Senior Analyst,11,1,78700.0,,4,63.0,1,3,2,0
EMP5798,35,Male,Bachelor's,Operations,Senior Analyst,10,8,77800.0,0.094,4,54.0,0,3,3,0
EMP5799,26,Male,Bachelor's,HR,Manager,3,1,42600.0,0.106,4,55.0,0,5,3,0
